Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Goal_Contribution_90,Expected_Goal_Contribution_90,G_per_xG,Ast_per_xAG,Progressive_Actions_90,Goal_Involvement_Per_Match,Shot_Conversion_Rate,Expected_Assist_Efficiency,Pass_to_Goal_Efficiency,Total_Contribution_Index
Yves Bissouma,ml MLI,MF,Tottenham,26,1996,28,26,2068,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.4,1.4,0.4,1.8,43.0,169.0,13.0,0.0,0.08,0.0,0.0783365570599613,0.0,0.2222222222222222,9.226305609284331,0.0,0.0,0.002366863905325444,0.0,9.304642166344294
David Raya,es ESP,GK,Arsenal,27,1995,32,32,2880,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,West Ham,30,1993,31,31,2699,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333456835865135,0.0,0.0,0.0,0.0,0.0
Guglielmo Vicario,it ITA,GK,Tottenham,26,1996,38,38,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0,0.0,0.0,0.0,0.0
Pierre Højbjerg,dk DEN,MF,Tottenham,27,1995,36,8,1311,14.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,17.0,134.0,29.0,0.0,0.13,0.0,0.1304347826086956,0.0,0.631578947368421,10.366132723112129,0.0,0.0,0.008955223880597015,0.0,10.496567505720824
Ben Johnson,eng ENG,"DF,FW",West Ham,23,2000,14,4,544,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,17.0,22.0,33.0,0.0,0.03,0.0,0.0330882352941176,0.0,0.0,6.452205882352941,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,6,6,540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Łukasz Fabiański,pl POL,GK,West Ham,38,1985,10,7,721,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1248266296809986,0.0,0.0,0.0,0.0,0.0
Thomas Kaminski,be BEL,GK,Luton Town,30,1992,38,38,3405,37.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026431718061674,0.0,0.0,0.0,0.0,0.0
Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,27,16,1440,16.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.1,0.3,0.6,0.9,3.0,73.0,10.0,0.0,0.11,0.0,0.10625,0.0,0.3529411764705882,4.75,0.0,0.0,0.00821917808219178,0.0,4.85625
Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26,1997,10,4,503,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,5.0,12.0,11.0,0.0,0.23,0.0,0.2326043737574552,0.0,0.5384615384615385,3.0417495029821073,0.0,0.0,0.05833333333333333,0.0,3.2743538767395624
Alisson,br BRA,GK,Liverpool,30,1992,28,28,2520,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0
Bernd Leno,de GER,GK,Fulham,31,1992,38,38,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issa Diop,fr FRA,DF,Fulham,26,1997,18,16,1424,15.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.0,0.3,11.0,66.0,1.0,0.0,0.02,0.0,0.0189606741573033,0.0,0.0,4.866573033707865,0.0,0.0,0.0,0.0,0.0
Ashley Young,eng ENG,"DF,MF",Everton,38,1985,31,27,2280,25.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.6,0.6,1.5,2.1,40.0,82.0,61.0,0.0,0.08,0.0,0.0828947368421052,0.0,0.7142857142857143,4.815789473684211,0.0,0.0,0.018292682926829267,0.0,4.898684210526316
Jordan Pickford,eng ENG,GK,Everton,29,1994,38,38,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0026315789473684,0.0,1.0,0.1842105263157895,0.0,0.0,0.016666666666666666,0.0,0.0
Ben Godfrey,eng ENG,DF,Everton,25,1998,15,13,1120,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.3,2.0,11.0,43.0,26.0,0.0,0.16,0.0,0.1607142857142857,0.0,0.15,4.339285714285714,0.0,0.0,0.0069767441860465115,0.0,4.5
Séamus Coleman,ie IRL,DF,Everton,34,1988,12,7,665,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,16.0,0.0,0.14,0.0,0.1353383458646616,0.0,1.0,3.654135338345865,0.0,0.0,0.045454545454545456,0.0,0.0
Sam Johnstone,eng ENG,GK,Crystal Palace,30,1993,20,20,1796,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Henderson,eng ENG,GK,Crystal Palace,26,1997,18,18,1620,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,ml MLI,MF,Crystal Palace,23,2000,11,11,919,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.1,0.0,0.0979325353645266,0.0,0.7,5.6800870511425465,0.0,0.0,0.014285714285714285,0.0,5.778019586507073
Nathaniel Clyne,eng ENG,DF,Crystal Palace,32,1991,19,14,1338,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,10.0,33.0,18.0,0.0,0.03,0.0,0.0269058295964125,0.0,0.5,2.8923766816143495,0.0,0.0,0.006060606060606061,0.0,2.919282511210762
Robert Sánchez,es ESP,GK,Chelsea,25,1997,16,16,1433,15.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628053035589672,0.0,0.0,0.0,0.0,0.0
Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,23,22,1987,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452944136889783,0.0,0.0,0.0,0.0,0.0
James Trafford,eng ENG,GK,Burnley,20,2002,28,28,2520,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0
Aaron Ramsey,eng ENG,"MF,FW",Burnley,20,2003,14,5,527,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.13,0.0,0.1195445920303605,0.0,0.5714285714285715,2.732447817836812,0.0,0.0,0.05,0.0,2.8519924098671723
Arijanet Muric,xk KVX,GK,Burnley,24,1998,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.02,0.0,0.02,0.0,1.0,0.1,0.0,0.0,0.2,0.0,0.0
Maxime Estève,fr FRA,DF,Burnley,21,2002,16,15,1309,14.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,0.3,15.0,40.0,3.0,0.0,0.02,0.0,0.0206264323911382,0.0,0.0,3.781512605042017,0.0,0.0,0.0,0.0,0.0
Hannes Delcroix,be BEL,DF,Burnley,24,1999,12,5,589,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.09,0.0,0.0916808149405772,0.0,0.3333333333333333,3.0560271646859083,0.0,0.0,0.011111111111111112,0.0,3.147707979626486
Adam Webster,eng ENG,DF,Brighton,28,1995,15,13,1144,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.6,16.0,80.0,2.0,0.0,0.05,0.0,0.0393356643356643,0.0,0.2,7.552447552447552,0.0,0.0,0.00125,0.0,7.591783216783217
Bart Verbruggen,nl NED,GK,Brighton,20,2002,21,21,1890,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0
Jason Steele,eng ENG,GK,Brighton,32,1990,17,17,1530,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,17,6,618,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.8,1.3,10.0,23.0,26.0,0.0,0.2,0.0,0.203883495145631,0.0,0.5714285714285715,4.805825242718447,0.0,0.0,0.034782608695652174,0.0,5.009708737864077
Igor,br BRA,DF,Brighton,25,1998,24,17,1637,18.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,1.0,30.0,107.0,12.0,0.0,0.05,0.0,0.0549786194257788,0.0,0.7,7.532070861331705,0.0,0.0,0.006542056074766355,0.0,7.587049480757482
Jan Paul van Hecke,nl NED,DF,Brighton,23,2000,28,26,2369,26.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.9,2.1,25.0,147.0,7.0,0.0,0.08,0.0,0.0797804981004643,0.0,0.4285714285714285,6.534402701561841,0.0,0.0,0.006122448979591837,0.0,6.614183199662305
Carlos Baleba,cm CMR,MF,Brighton,19,2004,27,15,1325,14.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.3,1.1,19.0,50.0,9.0,0.0,0.08,0.0,0.0747169811320754,0.0,0.2727272727272727,4.686792452830188,0.0,0.0,0.006,0.0,4.761509433962264
Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,27,6,688,7.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.1,1.1,13.0,35.0,36.0,0.0,0.14,0.0,0.1438953488372093,0.0,0.0909090909090909,6.27906976744186,0.0,0.0,0.002857142857142857,0.0,6.42296511627907
Aaron Hickey,sct SCO,DF,Brentford,21,2002,9,9,713,7.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,9.0,21.0,13.0,0.0,0.04,0.0,0.0378681626928471,0.0,0.3333333333333333,3.786816269284712,0.0,0.0,0.004761904761904762,0.0,3.8246844319775595
Neto,br BRA,GK,Bournemouth,34,1989,32,32,2880,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caoimhín Kelleher,ie IRL,GK,Liverpool,24,1998,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Ibrahima Konaté,fr FRA,DF,Liverpool,24,1999,22,17,1574,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.4,1.1,24.0,118.0,3.0,0.0,0.06,0.0,0.0628970775095298,0.0,0.3636363636363636,8.119440914866582,0.0,0.0,0.0033898305084745766,0.0,8.182337992376112
Emil Krafth,se SWE,DF,Newcastle Utd,28,1994,17,8,913,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,1.2,12.0,29.0,33.0,0.0,0.12,0.0,0.1182913472070098,0.0,0.8333333333333334,4.041621029572837,0.0,0.0,0.034482758620689655,0.0,4.159912376779847
Yasser Larouci,dz ALG,DF,Sheffield Utd,22,2001,11,6,531,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,18.0,14.0,12.0,0.0,0.09,0.0,0.0847457627118644,0.0,0.6,5.423728813559322,0.0,0.0,0.02142857142857143,0.0,5.508474576271187
Mason Holgate,eng ENG,DF,Sheffield Utd,26,1996,10,9,710,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.6,0.6,0.4,1.1,0.0,13.0,0.0,0.0,0.13,0.0,0.1267605633802817,0.0,0.4,1.647887323943662,0.0,0.0,0.03076923076923077,0.0,0.0
Ivo Grbić,hr CRO,GK,Sheffield Utd,27,1996,9,9,771,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Foderingham,eng ENG,GK,Sheffield Utd,32,1991,30,29,2649,29.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0033975084937712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,19,2003,20,12,938,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,12.0,18.0,22.0,0.0,0.05,0.0,0.0479744136460554,0.0,0.2,2.878464818763326,0.0,0.0,0.005555555555555556,0.0,2.9264392324093818
Oliver Arblaster,eng ENG,MF,Sheffield Utd,19,2004,12,11,943,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.8,13.0,43.0,4.0,0.0,0.07,0.0,0.0668080593849416,0.0,1.0,5.344644750795334,0.0,0.0,0.01627906976744186,0.0,0.0
Diego Carlos,br BRA,DF,Aston Villa,30,1993,27,20,1816,20.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.1,2.0,4.0,59.0,1.0,0.0,0.1,0.0,0.0991189427312775,0.0,0.05,3.1222466960352424,0.0,0.0,0.0016949152542372883,0.0,3.2213656387665197
Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17,17,1530,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,16,16,1440,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,25,1997,17,13,1035,11.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.4,1.0,5.0,44.0,7.0,0.0,0.09,0.0,0.0869565217391304,0.0,0.4,4.260869565217392,0.0,0.0,0.009090909090909092,0.0,4.3478260869565215
Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21,2002,11,8,783,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,1.0,8.0,0.0,0.0,0.03,0.0,0.0229885057471264,0.0,0.5,1.0344827586206895,0.0,0.0,0.0125,0.0,1.057471264367816
Nick Pope,eng ENG,GK,Newcastle Utd,31,1992,15,15,1345,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Dúbravka,sk SVK,GK,Newcastle Utd,34,1989,23,22,1985,22.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0045340050377833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Joël Matip,cm CMR,DF,Liverpool,31,1991,10,9,781,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,8.0,34.0,1.0,0.0,0.06,0.0,0.0691421254801536,0.0,0.1666666666666666,4.8399487836107555,0.0,0.0,0.0029411764705882353,0.0,4.909090909090909
Emiliano Martínez,ar ARG,GK,Aston Villa,30,1992,34,34,3015,33.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597014925373134,0.0,0.0,0.0,0.0,0.0
Luke Shaw,eng ENG,DF,Manchester Utd,28,1995,12,12,959,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,10.0,45.0,30.0,0.0,0.1,0.0,0.0938477580813347,0.0,1.0,5.1616266944734095,0.0,0.0,0.022222222222222223,0.0,0.0
André Onana,cm CMR,GK,Manchester Utd,27,1996,38,38,3420,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0026315789473684,0.0,1.0,0.1578947368421052,0.0,0.0,0.02,0.0,0.0
Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,26,1996,21,10,938,10.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.3,0.4,6.0,66.0,10.0,0.0,0.04,0.0,0.0383795309168443,0.0,0.7499999999999999,6.908315565031984,0.0,0.0,0.004545454545454545,0.0,6.946695095948828
Stefan Ortega,de GER,GK,Manchester City,30,1992,9,5,635,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson,br BRA,GK,Manchester City,29,1993,33,33,2785,30.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0032315978456014,0.0,1.0,0.1292639138240574,0.0,0.0,0.025,0.0,0.0
Rúben Dias,pt POR,DF,Manchester City,26,1997,30,28,2559,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.3,1.7,34.0,173.0,16.0,0.0,0.06,0.0,0.0597889800703399,0.0,0.1764705882352941,7.280187573270809,0.0,0.0,0.0017341040462427746,0.0,7.339976553341149
Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30,1993,27,11,1101,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.1,10.0,34.0,15.0,0.0,0.09,0.0,0.0817438692098092,0.0,0.4,3.596730245231607,0.0,0.0,0.011764705882352941,0.0,3.678474114441417
Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,13,13,1130,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.05,0.0,0.047787610619469,0.0,0.6666666666666666,2.946902654867257,0.0,0.0,0.011111111111111112,0.0,2.994690265486726
Ryan John Giles,eng ENG,"DF,MF",Luton Town,23,2000,11,5,503,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,17.0,30.0,0.0,0.06,0.0,0.0536779324055666,0.0,0.6666666666666666,4.652087475149106,0.0,0.0,0.011764705882352941,0.0,4.705765407554672
Daiki Hashioka,jp JPN,DF,Luton Town,24,1999,10,6,595,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,3.0,21.0,16.0,0.0,0.12,0.0,0.1210084033613445,0.0,0.875,3.630252100840337,0.0,0.0,0.03333333333333333,0.0,3.7512605042016807
Amari'i Bell,jm JAM,DF,Luton Town,29,1994,21,21,1720,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.04,0.0,0.041860465116279,0.0,0.625,5.651162790697675,0.0,0.0,0.006578947368421052,0.0,5.693023255813953
Boubacar Traoré,ml MLI,MF,Wolves,21,2001,24,7,819,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,0.7,9.0,29.0,15.0,0.0,0.07,0.0,0.0769230769230769,0.0,0.5714285714285715,4.175824175824176,0.0,0.0,0.013793103448275864,0.0,4.252747252747254
