Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Goal_Contribution_90,Expected_Goal_Contribution_90,G_per_xG,Ast_per_xAG,Progressive_Actions_90,Goal_Involvement_Per_Match,Shot_Conversion_Rate,Expected_Assist_Efficiency,Pass_to_Goal_Efficiency,Total_Contribution_Index
Ameen Al-Dakhil,be BEL,DF,Burnley,21,2002,13,12,1056,11.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.12,0.0076704545454545,0.1193181818181818,0.0692307692307692,0.0714285714285714,3.5795454545454546,0.006923076923076922,0.06923076923076922,0.002857142857142857,388.8888888888889,3.6988636363636362
Chris Richards,us USA,"DF,MF",Crystal Palace,23,2000,26,23,2094,23.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,1.0,43.0,1.0,0.09,0.04,0.0038681948424068,0.0429799426934097,0.15,0.4,1.8911174785100284,0.003461538461538461,0.15,0.009302325581395349,477.77777777777777,1.9340974212034383
Trevoh Chalobah,eng ENG,DF,Chelsea,24,1999,13,10,952,10.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,5.0,31.0,9.0,0.09,0.02,0.0085084033613445,0.0283613445378151,0.4499999999999999,0.3333333333333333,3.403361344537815,0.006923076923076922,0.44999999999999996,0.0032258064516129032,344.44444444444446,3.43172268907563
George Baldock,gr GRE,DF,Sheffield Utd,30,1993,13,11,969,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.09,0.08,0.0083591331269349,0.0743034055727554,0.0,1.0,3.7151702786377703,0.006923076923076922,0.0,0.025806451612903226,344.44444444444446,0.0
James Garner,eng ENG,MF,Everton,22,2001,37,34,3004,33.4,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,2.7,2.7,4.6,7.3,36.0,100.0,76.0,0.09,0.22,0.0026964047936085,0.2187083888149134,0.0333333333333333,0.6301369863013698,4.0745672436751,0.0024324324324324323,0.03333333333333333,0.046,1111.111111111111,4.293275632490014
Jarrad Branthwaite,eng ENG,DF,Everton,21,2002,35,35,3116,34.6,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,1.7,1.7,1.0,2.8,2.0,74.0,6.0,0.09,0.08,0.002599486521181,0.07798459563543,0.0529411764705882,0.3703703703703703,2.1951219512195124,0.0025714285714285713,0.052941176470588235,0.013513513513513514,822.2222222222223,2.273106546854942
Sander Berge,no NOR,MF,Burnley,25,1998,37,34,3005,33.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.09,0.13,0.0026955074875207,0.1287853577371048,0.0473684210526315,0.5581395348837209,6.8286189683860234,0.0024324324324324323,0.04736842105263158,0.014634146341463414,1822.2222222222224,6.957404326123128
Amadou Onana,be BEL,MF,Everton,21,2001,30,23,2091,23.2,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,2.7,4.7,21.0,107.0,39.0,0.09,0.2,0.0038737446197991,0.2022955523672883,0.045,0.574468085106383,5.509325681492109,0.003,0.045,0.025233644859813085,1188.888888888889,5.711621233859398
Craig Dawson,eng ENG,DF,Wolves,33,1990,25,25,2209,24.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.08,0.12,0.0032593933906745,0.1181530104119511,0.0533333333333333,0.4827586206896551,2.0371208691715705,0.0032,0.05333333333333334,0.02857142857142857,612.5,2.155273879583522
Ben Davies,wls WAL,DF,Tottenham,30,1993,17,12,1090,12.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.4,2.7,13.0,71.0,20.0,0.08,0.23,0.0066055045871559,0.2229357798165137,0.0347826086956521,0.1481481481481481,6.935779816513762,0.004705882352941177,0.034782608695652174,0.005633802816901409,887.5,7.158715596330276
William Saliba,fr FRA,DF,Arsenal,22,2001,38,38,3420,38.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,0.2,1.8,16.0,157.0,6.0,0.08,0.05,0.0021052631578947,0.0473684210526315,0.0499999999999999,0.1111111111111111,4.552631578947368,0.002105263157894737,0.049999999999999996,0.0012738853503184715,1962.5,4.6000000000000005
Vitinho,br BRA,"DF,MF",Burnley,24,1999,32,26,2314,25.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.08,0.11,0.0031114952463267,0.1127917026793431,0.0499999999999999,0.4482758620689654,4.86171132238548,0.0025,0.049999999999999996,0.0196969696969697,825.0,4.9745030250648234
Clément Lenglet,fr FRA,DF,Aston Villa,28,1995,14,14,1153,12.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.6,26.0,51.0,1.0,0.08,0.13,0.006244579358196,0.1326973113616652,0.0888888888888888,0.4705882352941176,6.010407632263661,0.005714285714285714,0.08888888888888889,0.01568627450980392,637.5,6.143104943625326
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,29,1993,16,13,1080,12.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.1,0.8,8.0,31.0,3.0,0.08,0.07,0.0066666666666666,0.0666666666666666,0.1142857142857143,0.125,3.2499999999999996,0.005,0.1142857142857143,0.0032258064516129032,387.5,3.3166666666666664
Charlie Taylor,eng ENG,DF,Burnley,29,1993,28,25,2331,25.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.2,0.2,1.2,1.5,36.0,82.0,81.0,0.08,0.06,0.003088803088803,0.054054054054054,0.3999999999999999,0.8571428571428572,4.555984555984556,0.002857142857142857,0.39999999999999997,0.014634146341463414,1025.0,4.61003861003861
Matt Doherty,ie IRL,"DF,MF",Wolves,31,1992,30,9,1150,12.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.3,2.2,12.0,31.0,64.0,0.08,0.17,0.0062608695652173,0.1643478260869565,0.0999999999999999,0.6190476190476191,3.365217391304348,0.0026666666666666666,0.09999999999999999,0.041935483870967745,387.5,3.529565217391305
Emerson,br BRA,DF,Tottenham,24,1999,22,11,1161,12.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,21.0,57.0,35.0,0.08,0.05,0.0062015503875968,0.0465116279069767,0.3999999999999999,0.6666666666666666,6.046511627906977,0.0036363636363636364,0.39999999999999997,0.007017543859649123,712.5,6.093023255813953
Mathias Jørgensen,dk DEN,DF,Brentford,33,1990,14,12,1087,12.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.9,1.7,5.0,50.0,4.0,0.08,0.14,0.0066237350505979,0.1324747010119595,0.1142857142857143,0.5625,4.553817847286109,0.005714285714285714,0.1142857142857143,0.018000000000000002,625.0,4.686292548298068
Ryan Gravenberch,nl NED,MF,Liverpool,21,2002,26,12,1121,12.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,2.9,39.0,78.0,71.0,0.08,0.23,0.0064228367528991,0.2328278322925959,0.04,0.3103448275862069,9.393398751115075,0.003076923076923077,0.04,0.011538461538461539,975.0,9.626226583407673
Edson Álvarez,mx MEX,MF,West Ham,25,1997,31,28,2377,26.4,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,1.3,1.3,0.6,1.9,20.0,91.0,26.0,0.08,0.07,0.00302902818679,0.0719394194362642,0.0615384615384615,0.3157894736842105,4.202776609171224,0.0025806451612903226,0.061538461538461535,0.006593406593406593,1137.5,4.274716028607489
Saša Lukić,rs SRB,MF,Fulham,26,1996,24,13,1122,12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.8,2.4,12.0,43.0,27.0,0.08,0.19,0.0064171122994652,0.1925133689839572,0.0499999999999999,0.3333333333333333,4.411764705882353,0.0033333333333333335,0.049999999999999996,0.018604651162790697,537.5,4.6042780748663095
John Stones,eng ENG,"DF,MF",Manchester City,29,1994,16,12,1064,11.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.3,16.0,57.0,24.0,0.08,0.11,0.006766917293233,0.1015037593984962,0.08,0.1666666666666666,6.174812030075188,0.005,0.08,0.0035087719298245615,712.5,6.276315789473685
Adam Smith,eng ENG,DF,Bournemouth,32,1991,28,25,2150,23.9,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,1.3,1.4,24.0,89.0,28.0,0.08,0.06,0.0033488372093023,0.0586046511627907,0.7999999999999999,0.9285714285714284,4.7302325581395355,0.002857142857142857,0.7999999999999999,0.014606741573033709,1112.5,4.788837209302326
Axel Disasi,fr FRA,DF,Chelsea,25,1998,31,29,2579,28.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,2.7,30.0,112.0,21.0,0.07,0.09,0.0024428072896471,0.09422256688639,0.0291666666666666,0.1111111111111111,4.955409073284219,0.0022580645161290325,0.02916666666666667,0.0026785714285714286,1599.9999999999998,5.049631640170609
Jordan Beyer,de GER,DF,Burnley,23,2000,15,15,1234,13.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,9.0,25.0,1.0,0.07,0.06,0.0051053484602917,0.0583468395461912,0.14,0.3749999999999999,2.479740680713128,0.004666666666666667,0.14,0.012,357.1428571428571,2.538087520259319
Manuel Akanji,ch SUI,"DF,MF",Manchester City,28,1995,30,28,2511,27.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.9,1.9,0.5,2.4,46.0,148.0,36.0,0.07,0.09,0.0025089605734767,0.086021505376344,0.0368421052631579,0.2083333333333333,6.953405017921147,0.0023333333333333335,0.0368421052631579,0.0033783783783783786,2114.285714285714,7.039426523297491
Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,24,1999,31,29,2649,29.4,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,3.1,3.1,0.8,4.0,15.0,43.0,21.0,0.07,0.14,0.0023782559456398,0.1325028312570781,0.0225806451612903,0.2051282051282051,1.970554926387316,0.0022580645161290325,0.022580645161290325,0.018604651162790697,614.2857142857142,2.103057757644394
Valentino Livramento,eng ENG,DF,Newcastle Utd,20,2002,26,12,1314,14.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,44.0,61.0,76.0,0.07,0.08,0.0047945205479452,0.0821917808219178,0.175,0.6666666666666666,7.191780821917808,0.0026923076923076926,0.17500000000000002,0.013114754098360656,871.4285714285713,7.273972602739726
Max Aarons,eng ENG,DF,Bournemouth,23,2000,20,13,1237,13.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.9,22.0,43.0,26.0,0.07,0.06,0.005092966855295,0.0582053354890865,0.0,1.0,4.729183508488278,0.0035000000000000005,0.0,0.018604651162790697,614.2857142857142,0.0
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,28,1994,28,27,2400,26.7,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,2.7,2.7,2.2,4.8,14.0,106.0,51.0,0.07,0.18,0.002625,0.18375,0.0259259259259259,0.4489795918367347,4.5,0.0025,0.025925925925925925,0.020754716981132078,1514.2857142857142,4.68375
Pau Torres,es ESP,DF,Aston Villa,26,1997,29,27,2464,27.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,1.4,42.0,128.0,16.0,0.07,0.05,0.0025568181818181,0.0511363636363636,0.07,0.2857142857142857,6.209415584415584,0.002413793103448276,0.07,0.003125,1828.5714285714284,6.260551948051948
Vitaliy Mykolenko,ua UKR,DF,Everton,24,1999,28,28,2469,27.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.9,2.4,14.0,55.0,68.0,0.07,0.09,0.0025516403402187,0.0874848116646415,0.0466666666666666,0.375,2.5151883353584448,0.0025,0.04666666666666667,0.016363636363636365,785.7142857142857,2.6026731470230864
Ethan Pinnock,jm JAM,DF,Brentford,30,1993,29,28,2521,28.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,11.0,61.0,16.0,0.07,0.11,0.0024990083300277,0.10710035700119,0.035,0.3333333333333333,2.57040856802856,0.002413793103448276,0.035,0.01639344262295082,871.4285714285713,2.67750892502975
Raphaël Varane,fr FRA,DF,Manchester Utd,30,1993,22,16,1375,15.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.3,16.0,59.0,2.0,0.07,0.09,0.0045818181818181,0.0916363636363636,0.0538461538461538,0.0714285714285714,4.909090909090909,0.003181818181818182,0.05384615384615385,0.0016949152542372883,842.8571428571428,5.000727272727273
Nathan Collins,ie IRL,DF,Brentford,22,2001,32,29,2652,29.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,2.2,3.9,11.0,97.0,18.0,0.07,0.13,0.0023755656108597,0.1323529411764706,0.0411764705882353,0.5641025641025641,3.665158371040724,0.0021875,0.0411764705882353,0.022680412371134023,1385.7142857142856,3.797511312217195
Benoît Badiashile,fr FRA,DF,Chelsea,22,2001,18,15,1338,14.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.5,1.8,3.0,46.0,3.0,0.07,0.12,0.0047085201793721,0.1210762331838565,0.2333333333333333,0.8333333333333333,3.2959641255605376,0.003888888888888889,0.23333333333333336,0.03260869565217391,657.1428571428571,3.4170403587443943
Tim Ream,us USA,DF,Fulham,35,1987,18,17,1503,16.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,11.0,65.0,3.0,0.06,0.06,0.0035928143712574,0.059880239520958,0.06,0.0,4.550898203592814,0.003333333333333333,0.06,0.0,1083.3333333333335,0.0
Jack Robinson,eng ENG,DF,Sheffield Utd,29,1993,34,31,2885,32.1,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,1.2,2.4,8.0,63.0,14.0,0.06,0.08,0.0018717504332755,0.0748700173310225,0.05,0.5,2.214904679376083,0.001764705882352941,0.05,0.019047619047619046,1050.0,2.289774696707106
Jonny Evans,nir NIR,DF,Manchester Utd,35,1988,23,15,1392,15.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.2,1.2,7.0,37.0,1.0,0.06,0.08,0.0038793103448275,0.084051724137931,0.6,0.923076923076923,2.844827586206897,0.002608695652173913,0.6,0.032432432432432434,616.6666666666667,2.9288793103448274
Mateo Kovačić,hr CRO,MF,Manchester City,29,1994,30,16,1551,17.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.17,0.0034816247582205,0.1682785299806576,0.0461538461538461,0.5517241379310345,7.949709864603483,0.002,0.04615384615384615,0.016,1666.6666666666667,8.11798839458414
Lloyd Kelly,eng ENG,DF,Bournemouth,24,1998,23,17,1559,17.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.2,1.6,15.0,56.0,28.0,0.06,0.09,0.0034637588197562,0.0865939704939063,0.2,0.7999999999999999,4.0987812700449,0.002608695652173913,0.2,0.02142857142857143,933.3333333333334,4.185375240538807
Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27,1996,21,15,1460,16.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,0.1,1.2,13.0,39.0,6.0,0.06,0.08,0.0036986301369863,0.073972602739726,0.0545454545454545,0.0833333333333333,3.2054794520547945,0.002857142857142857,0.054545454545454536,0.002564102564102564,650.0,3.2794520547945205
Murillo,br BRA,DF,Nott'ham Forest,21,2002,32,32,2789,31.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.8,1.8,1.2,3.0,22.0,89.0,7.0,0.06,0.1,0.0019361778415202,0.0968088920760129,0.0333333333333333,0.3999999999999999,3.581929006812478,0.001875,0.03333333333333333,0.01348314606741573,1483.3333333333335,3.6787378988884902
Orel Mangala,be BEL,MF,Nott'ham Forest,25,1998,20,19,1563,17.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.2,1.1,13.0,45.0,14.0,0.06,0.06,0.0034548944337811,0.0575815738963531,0.075,0.2,3.339731285988484,0.003,0.075,0.0044444444444444444,750.0,3.397312859884837
Konstantinos Mavropanos,gr GRE,DF,West Ham,25,1997,19,16,1500,16.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.4,10.0,38.0,2.0,0.06,0.08,0.0036,0.084,0.05,0.1428571428571428,2.88,0.003157894736842105,0.05,0.005263157894736842,633.3333333333334,2.964
Wataru Endo,jp JPN,MF,Liverpool,30,1993,29,20,1722,19.1,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.5,0.5,1.7,2.3,10.0,101.0,21.0,0.05,0.12,0.0026132404181184,0.1149825783972125,0.1,0.7727272727272726,5.801393728222997,0.001724137931034483,0.1,0.016831683168316833,2020.0,5.916376306620209
Joe Gomez,eng ENG,DF,Liverpool,26,1997,32,17,1786,19.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.3,2.1,44.0,100.0,105.0,0.05,0.1,0.0025195968645016,0.1058230683090705,0.0625,0.6190476190476191,7.256438969764837,0.0015625,0.0625,0.013000000000000001,2000.0,7.362262038073908
Neco Williams,wls WAL,DF,Nott'ham Forest,22,2001,26,18,1637,18.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.6,2.5,48.0,47.0,86.0,0.05,0.13,0.0027489309712889,0.1319486866218693,0.0625,0.6666666666666666,5.222968845448992,0.0019230769230769232,0.0625,0.03404255319148936,940.0,5.3549175320708615
James Tarkowski,eng ENG,DF,Everton,30,1992,38,38,3419,38.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,2.6,2.6,2.5,5.1,15.0,130.0,20.0,0.05,0.13,0.0013161743199766,0.1342497806376133,0.0192307692307692,0.4901960784313726,3.816905527932144,0.0013157894736842105,0.019230769230769232,0.019230769230769232,2600.0,3.9511553085697573
Milos Kerkez,hu HUN,DF,Bournemouth,19,2003,28,22,1970,21.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.8,2.0,46.0,44.0,93.0,0.05,0.09,0.0022842639593908,0.0913705583756345,0.0416666666666666,0.4,4.111675126903553,0.0017857142857142859,0.04166666666666667,0.018181818181818184,880.0,4.2030456852791875
Max Kilman,eng ENG,DF,Wolves,26,1997,38,38,3420,38.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.8,1.8,1.4,3.2,22.0,117.0,5.0,0.05,0.08,0.0013157894736842,0.0842105263157894,0.0277777777777777,0.4374999999999999,3.6578947368421058,0.0013157894736842105,0.02777777777777778,0.011965811965811965,2340.0,3.742105263157894
Nayef Aguerd,ma MAR,DF,West Ham,27,1996,21,21,1857,20.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.5,1.5,0.3,1.8,10.0,68.0,3.0,0.05,0.09,0.0024232633279483,0.0872374798061389,0.0333333333333333,0.1666666666666666,3.780290791599354,0.002380952380952381,0.03333333333333333,0.004411764705882353,1360.0,3.8675282714054924
Boubacar Kamara,fr FRA,MF,Aston Villa,23,1999,20,20,1652,18.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,1.3,1.4,19.0,83.0,10.0,0.05,0.08,0.0027239709443099,0.0762711864406779,0.5,0.9285714285714284,5.556900726392252,0.0025,0.5,0.01566265060240964,1660.0,5.63317191283293
Joel Ward,eng ENG,DF,Crystal Palace,33,1989,26,23,1980,22.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,16.0,66.0,14.0,0.05,0.05,0.0022727272727272,0.05,0.0555555555555555,0.1818181818181818,3.727272727272727,0.0019230769230769232,0.05555555555555556,0.0030303030303030303,1320.0,3.7772727272727273
Will Hughes,eng ENG,MF,Crystal Palace,28,1995,30,23,1891,21.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.1,1.5,14.0,76.0,17.0,0.05,0.07,0.0023796932839767,0.0666314119513485,0.1666666666666666,0.7857142857142857,4.283447911158118,0.0016666666666666668,0.16666666666666669,0.014473684210526317,1520.0,4.350079323109466
Marc Guéhi,eng ENG,DF,Crystal Palace,23,2000,25,23,2021,22.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,1.2,15.0,67.0,7.0,0.04,0.05,0.0017812963879267,0.053438891637803,0.0666666666666666,0.5,3.6516575952498767,0.0016,0.06666666666666667,0.008955223880597015,1675.0,3.7050964868876792
Teden Mengi,eng ENG,DF,Luton Town,21,2002,30,28,2469,27.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,15.0,54.0,1.0,0.04,0.03,0.0014580801944106,0.0328068043742405,0.0666666666666666,0.3333333333333333,2.5151883353584448,0.0013333333333333333,0.06666666666666667,0.005555555555555556,1350.0,2.5479951397326857
Billy Gilmour,sct SCO,MF,Brighton,22,2001,30,24,2120,23.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,3.0,39.0,193.0,33.0,0.04,0.13,0.0016981132075471,0.1273584905660377,0.04,0.6666666666666666,9.849056603773583,0.0013333333333333333,0.04,0.010362694300518135,4825.0,9.976415094339623
Calvin Bassey,ng NGA,DF,Fulham,23,1999,29,25,2303,25.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.3,0.3,0.0,0.4,15.0,62.0,4.0,0.04,0.01,0.0015631784628745,0.0117238384715588,0.1333333333333333,0.0,3.0091185410334345,0.0013793103448275863,0.13333333333333333,0.0,1550.0,0.0
Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,36,29,2668,29.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,7.0,66.0,21.0,0.03,0.03,0.0010119940029985,0.0269865067466266,0.05,0.25,2.4625187406296853,0.0008333333333333333,0.05,0.0030303030303030303,2200.0,2.4895052473763117
Mark Flekken,nl NED,GK,Brentford,30,1993,37,37,3285,36.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,5.0,0.0,0.03,0.01,0.0008219178082191,0.0136986301369863,0.0,1.0,0.136986301369863,0.0008108108108108108,0.0,0.1,166.66666666666669,0.0
Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37,37,3330,37.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.4,1.5,24.0,109.0,1.0,0.03,0.04,0.0008108108108108,0.0405405405405405,0.0272727272727272,0.2666666666666666,3.5945945945945947,0.0008108108108108108,0.027272727272727268,0.003669724770642202,3633.3333333333335,3.635135135135135
Ezri Konsa,eng ENG,DF,Aston Villa,25,1997,35,35,3069,34.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.5,2.5,0.5,3.0,37.0,136.0,33.0,0.03,0.09,0.0008797653958944,0.0879765395894428,0.012,0.1666666666666666,5.073313782991202,0.0008571428571428571,0.012,0.003676470588235294,4533.333333333334,5.161290322580645
Nélson Semedo,pt POR,"DF,MF",Wolves,29,1993,36,36,3084,34.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,1.3,1.3,1.7,3.0,103.0,138.0,150.0,0.03,0.09,0.0008754863813229,0.0875486381322957,0.023076923076923,0.5666666666666667,7.033073929961089,0.0008333333333333333,0.023076923076923075,0.012318840579710144,4600.0,7.120622568093385
José Sá,pt POR,GK,Wolves,30,1993,35,35,3037,33.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.0,0.0008890352321369,0.0,0.0,0.0,0.0296345077378992,0.0008571428571428571,0.0,0.0,33.333333333333336,0.0
Santiago Bueno,uy URU,DF,Wolves,24,1998,12,9,822,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,11.0,2.0,0.0,0.01,0.0,0.010948905109489,0.0,1.0,1.532846715328467,0.0,0.0,0.009090909090909092,0.0,0.0
William Osula,dk DEN,FW,Sheffield Utd,19,2003,21,9,786,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,0.1,1.7,7.0,2.0,41.0,0.0,0.2,0.0,0.1946564885496183,0.0,0.0588235294117647,1.0305343511450382,0.0,0.0,0.05,0.0,1.2251908396946563
Luke Thomas,eng ENG,DF,Sheffield Utd,22,2001,12,11,917,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,33.0,22.0,0.0,0.06,0.0,0.0588876772082878,0.0,0.1666666666666666,4.0239912758996725,0.0,0.0,0.0030303030303030303,0.0,4.082878953107961
Hugo Bueno,es ESP,"DF,MF",Wolves,20,2002,22,7,741,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.8,1.0,22.0,8.0,40.0,0.0,0.13,0.0,0.1336032388663967,0.0,0.7272727272727273,3.643724696356275,0.0,0.0,0.1,0.0,3.777327935222672
Auston Trusty,us USA,DF,Sheffield Utd,24,1998,32,28,2572,28.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.1,1.5,10.0,40.0,15.0,0.0,0.05,0.0,0.0524883359253499,0.0,0.7333333333333334,1.7496111975116642,0.0,0.0,0.027500000000000004,0.0,1.802099533437014
Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,21,5,707,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,8.0,37.0,25.0,0.0,0.16,0.0,0.1654879773691654,0.0,0.4615384615384615,5.728429985855729,0.0,0.0,0.016216216216216217,0.0,5.893917963224893
Angelo Ogbonna,it ITA,DF,West Ham,35,1988,11,7,635,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.8503937007874016,0.0,0.0,0.0,0.0,0.0
Tommy Doyle,eng ENG,MF,Wolves,21,2001,26,11,1222,13.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.9,21.0,81.0,17.0,0.0,0.06,0.0,0.0589198036006546,0.0,0.5,7.51227495908347,0.0,0.0,0.0049382716049382715,0.0,7.571194762684124
Thomas Partey,gh GHA,"MF,DF",Arsenal,30,1993,14,9,788,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.08,0.0,0.0799492385786801,0.0,0.4285714285714286,9.936548223350254,0.0,0.0,0.004166666666666667,0.0,10.016497461928934
